conversation_id,customer_tweet_id,brand_tweet_id,customer_message,brand_response,created_at,source_tweet_ids
conv_19214,19214,19213,"Can't change my new Email address with @115821 ! I'm repeatedly told: ""There was a problem with your Password""","@120230 Hi, sorry to hear that you're having trouble logging in. Please contact us here:https://t.co/jzvkhdlrK5 to look into this.^JJ",Wed Nov 01 06:03:16 +0000 2017,19214;19213
conv_19448,19448,19446,"@118341 @115850 @24294 @59639 @120319 @120320 @59640 @2517  
Ab amazon wale mughe refund bhi nhi de rhe. https://t.co/aqjEmGkODs",@120318 We'd like to check get this checked for you. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you. ^GS,Wed Nov 01 06:19:25 +0000 2017,19448;19446
conv_19469,19469,19467,"@AmazonHelp I was scammed. 6 orders, all sellers are gone and nothing send to me, how could I do now? how to stop my prime membership?","@120322 sorry to hear that, from what Amazon marketplace were you shopping from? .com, .co.uk, .es etc? ^AS",Wed Nov 01 06:28:33 +0000 2017,19469;19467
conv_19470,19471,19472,@AmazonHelp I can't find File/View Claim.,@120322 Hi please contact us here: https://t.co/R55eEQwSEs and a specialist will look into it for you. ^AS,Wed Nov 01 06:59:49 +0000 2017,19471;19472
conv_19483,19484,19486,@AmazonHelp I have reported the same..Hoping for a genuine product in perfect condition to be delivered now.,"@120325 In that case, please fill out this form: https://t.co/GIJyeYqKE0 and we'll look into this for you. ^AM",Wed Nov 01 10:01:08 +0000 2017,19484;19486
conv_20037,20037,20036,"I must say, I see why @115821 is the #1 Company in the world. They are so courteous. So compliant. So helpful.... https://t.co/d645vzyNjy",@120230 Thanks Bill. I hope you get your issue sorted soon. ^KM,Wed Nov 01 06:44:51 +0000 2017,20037;20036
conv_20039,20039,20038,"I must say, I see why @115821 is the #1 Company in the world. They are so courteous. So compliant. So helpful.",@120230 Now that's what we like to hear :) Thanks Bill! ^AS,Wed Nov 01 06:45:22 +0000 2017,20039;20038
conv_20418,20418,20417,"I’m trying to order a Fire HD Kids tablet from @115821 but I can’t seem to find any region that ships to Denmark. Not UK, DE or US 😞","@120461 Hey, US should ship to Denmark, are you getting an error message? ^AS",Wed Nov 01 06:56:44 +0000 2017,20418;20417
conv_20450,20452,20454,@AmazonHelp How many time I send detail.??,@120469 Sorry for the confusion. Please reply to the email sent by our team earlier &amp; we'll update you on this. ^RS,Thu Nov 02 12:29:35 +0000 2017,20452;20454
conv_20475,20475,20474,Man @115828 has become the most inept release day delivery service out there. What happened? You used to be the industry leader.,@120470 Sorry to hear this. Has any reason been given for the delay? ^KM,Wed Nov 01 06:48:20 +0000 2017,20475;20474
conv_20484,20485,20487,@AmazonHelp I already talked to your customer care. They are saying kindle prime reading is only available for US residents. I am asking why?,@120475 I have forwarded your comment as a feedback internally for a review. Appreciate your understanding. (3/3) ^SI,Wed Nov 01 07:05:45 +0000 2017,20485;20487
conv_21070,21072,21073,@AmazonHelp I have sent it again.,@120613 Thank you for sharing the details. We're working on it &amp; we'll get back to you soon with an update. ^SY,Fri Nov 03 05:26:24 +0000 2017,21072;21073
conv_21082,21082,21081,@115850 I hv ord BB Q5 in Sept mth but recd BBQ10 which picked on 7th Oct but still not recd refund after follow up #Amazon  #Cheater https://t.co/f0mfVylfuG,@120615 Our Twitter page is visible to public. 3/3 ^SB,Wed Nov 01 07:22:51 +0000 2017,21082;21081
conv_21086,21086,21085,"Thanks @115821 for your ""Same Day Delivery""!! It's not like I was hoping to get my order on my day off or anything. #AMZLFail https://t.co/ewUKuXuRzh","@120616 sorry to hear that, sometimes delays happen for unforeseen reasons. ^AS",Wed Nov 01 07:27:10 +0000 2017,21086;21085
conv_21100,21100,21098,@AmazonHelp I assumed your previous question meant you were going to do something...? https://t.co/Ry03t6eDaK,@120620 I'm afraid we can't access order/account info here. What does the new update indicate? ^DC,Wed Nov 01 07:18:33 +0000 2017,21100;21098
conv_21408,21408,21406,@115821 My package has this damage at reception. https://t.co/wV1FoIw6UO,@120684 I'm sorry that you have received a damaged product. Please report this to our support team here: https://t.co/rS49hgaADF ^VH,Wed Nov 01 07:42:02 +0000 2017,21408;21406
conv_21426,21425,21424,@AmazonHelp What's the response from amazon team. I'm anxious to see my idea @115850,@120686 Big ideas take time to be implemented. 😉 We have forwarded your suggestion. We don't get any update on it.^HR,Wed Nov 01 07:26:31 +0000 2017,21425;21424
conv_21428,21431,1457968,@115850 406-9819467-7722766 please check this order number.Amazon is such a big fraud..,"@458397 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR 2/2",Thu Nov 02 20:26:34 +0000 2017,21431;1457968
conv_21428,21437,40411,@115850 Best trick by amozon first send damage priduct and after arrange self pick up 95 % people not ready for self return. Mind blowing amazon,"@120261 I do get your concern, however, please respond to the email you've received from us and we'll check this. ^HN",Wed Nov 01 15:12:49 +0000 2017,21437;40411
conv_21428,21438,1429435,"@115850 What kind of service you people are providing???? every time some product are missing,This time wireless receiver M No-8080790707 https://t.co/TPvs1X9PgG",@452007 Please don’t provide your details here as we consider them to be personal information. Our page is visible to public. ^GS,Thu Nov 02 06:28:24 +0000 2017,21438;1429435
conv_21428,21441,1481187,@115850 2 months are going to be so troubled You guys should be ashamed You should die of drowning people https://t.co/AGwqxThCUA,@170829 Kindly check our correspondence here: https://t.co/DejmxIH8Ut and respond. ^NS,Fri Nov 03 07:56:47 +0000 2017,21441;1481187
conv_21428,21444,2663205,"@115850 Never ever buy anything from this fucking website, their service is very https://t.co/Lu50JL4RHv websites are@myntra and@ flipkart.","@733372 Sorry for the confusion. Rest assured, we've received your details and we'll reach out to you soon with an update. ^MM",Tue Oct 31 06:53:37 +0000 2017,21444;2663205
conv_21428,21447,2663414,@115850 i want to cancel my order but there is no option of cancellation Help I have made e-payment by debit card,@750569 here: https://t.co/vlvfJr4nN9 and we'll check it for you. 2/2 ^SY,Tue Oct 31 06:59:52 +0000 2017,21447;2663414
conv_21450,21449,21448,"@120688 @AmazonHelp @1386 As discussed over call, I have sent email @AmazonHelp - As explained the vouchers of 1000 has not been issued by them. Request you to help.",@120687 Thanks for the update. We'll check and get back to you at the earliest. ^SC,Wed Nov 01 07:45:07 +0000 2017,21449;21448
conv_21456,21454,21455,@AmazonHelp @1386 @1386  Hasnt  mailed any reissued vouchers of 1000. But instead cheated us for their loss. @AmazonHelp  Please help it sort here,@120687 Apologies for the hassle. Could you please confirm if you've shared your details in the link provided via DM. ^HN,Tue Oct 31 15:35:45 +0000 2017,21454;21455
conv_21466,21469,21470,@AmazonHelp First thing i have not possible for self return. So pls arrange from your hand,@120261 Please confirm if you have provided your details in the link shared by 'GK' &amp; we'll help you accordingly with your concern.^SF,Wed Nov 01 08:19:57 +0000 2017,21469;21470
conv_21493,21493,21492,"@115821 
Why does not Amazon support the Arabic language knowing that many customers have 85% of the Arabs?
@AmazonHelp","@120694 Hi, I'll be sure to pass your feedback on, thanks. ^AS",Wed Nov 01 07:46:26 +0000 2017,21493;21492
conv_21503,21504,2419469,"@118919 @115850 @120697 Hi sir, ita great thought of being different, but on grass level, many customers are not satisfied with the customer service brand is offering. These people are solution less, other than sorry and inconvenience is deeply regretted, your guys don't have other things to do or say.","@695086 That's quite a remark, Vikas.  Could you please let us know where things went wrong ? ^RI",Sun Oct 29 12:19:18 +0000 2017,21504;2419469
conv_21503,21505,2416100,@118919 @115850 @120697 Send my product saurabh nayak lalitpur,@694406 Kindly let us know more about your so that we can assist you accordingly. ^SH,Sun Oct 29 08:54:42 +0000 2017,21505;2416100
conv_21525,21530,21532,@AmazonHelp Kindly see this picture.. what kind of crap is this . I haven't received refund for this product.its been two months . https://t.co/7b9FuW1gyI,"@120700 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.
 ^CB",Wed Nov 15 15:49:49 +0000 2017,21530;21532
conv_21549,21551,21552,@AmazonHelp Really AB? Why don't you shove it up somewhere appropriately and get your smartest ass people to resolve the query instead of appreciating my vocab...I would love to meet u in person and would like to thank u..let me know when u r interested,"@120701 earlier by ^PJ, ^SI or ^MJ. Kindly drop in your details using the link provided so that we can help you with a resolution 3/3 ^AB",Thu Nov 02 06:00:59 +0000 2017,21551;21552
conv_21569,21568,21567,"@AmazonHelp Ohhh so this how u treat a prime customer...unless u provide me resolution don't reply on this and also I am tagging big people from Amazon to look into it...stop send me tweets with empathy...I don't need it...m the customer, I'll go somewhere else","@120701 As the details are shared from the link mentioned earlier, we'd get back to you soon with an update. ^BS",Tue Oct 31 14:26:11 +0000 2017,21568;21567
conv_21585,21583,21582,@AmazonHelp Trust me it useless to narrate my experience in the app feedback...I want a resolution... And commitment that this won't be repeated and a compensation,@120701 I'm sorry for the trouble. We will definitely make sure such an instance does not get repeated. Compensation policies (1/2)^GU,Tue Oct 31 11:43:24 +0000 2017,21583;21582
conv_21901,21901,21900,"@AmazonHelp can I pls have a direct email address for someone with a brain for your love film by post service,online help proving impossible",@120772 Hi Tim- For all queries you can reach us directly via the below link:  https://t.co/JzP7hlA23B Thanks. ^NV,Sat Oct 28 07:47:17 +0000 2017,21901;21900
conv_21914,21914,21913,#AmazonPayAppQuiz who's the winner @115850 @AmazonHelp,@120775 I believe the winners will be announced by 7th November. Kindly wait until then. ^AB,Wed Nov 01 07:42:45 +0000 2017,21914;21913
conv_21940,21939,21934,"@AmazonHelp details updated on link provided. fed up with your delivery system. india resides in Bharat, and your service at bharat is too bad",@120777 We regret the inconvenience. We have received your details. We'll work on it and get back to you.  ^SB,Wed Oct 25 07:16:03 +0000 2017,21939;21934
conv_21956,21956,21955,@1404 @AmazonHelp  product is not deliverable to any single pincode in India. making customers fool by listing product at low price https://t.co/3hxhLgCaWd,@120779 Certain products can't be shipped to some selected pincodes because of the unavailability of courier facility there. (1/2)^AU,Tue Oct 31 07:22:14 +0000 2017,21956;21955
conv_21960,21959,21958,@AmazonHelp @AmazonHelp @115850 @1402 @120781 what is the update Amazon team??,@120780 We've sent you an email correspondence to your registered account. Please refer and revert on the same. ^HK,Wed Nov 01 07:33:44 +0000 2017,21959;21958
conv_22145,22146,22148,@AmazonHelp I did not see any email. I only had to call again. Now I see it is rescheduled for pickup tomorrow 2nd Nov.,@120778 please respond to the email so that we can assist you accordingly. (2/2)^SU,Wed Nov 01 11:33:02 +0000 2017,22146;22148
conv_22153,22154,22155,@AmazonHelp Hoooorrrayyy! Not showing up on website yet as an option though?,"@120834 Hi Helen, please check back as it should go live soon. ^TS",Wed Nov 01 09:08:12 +0000 2017,22154;22155
conv_22173,22172,22171,@AmazonHelp I submitted all the details. Thank you for reply. Expecting a quick response over my refund. Hope @115850 deliver Customer satisfaction.,@120839 You're welcome. We're working on the issue and shall get back to you soon. ^SH,Wed Nov 01 08:01:13 +0000 2017,22172;22171
conv_22189,22189,22188,@120474 why don’t you have the Royal Albert Hall Morrissey date on the pre-sale? 🤔,@120845 Pls reach out here so we can look into this for you https://t.co/1C3if72BgJ ^KM,Wed Nov 01 08:13:42 +0000 2017,22189;22188
conv_22476,22476,22475,"@115821 après un chat direct avec vous au sujet d'une commande ne venant pas de moi, vous avez tout de même débité mon compte de 110,94€. ??","@120912 Bonjour, quelle était la réponse du service client à ce sujet lors du chat ? ^KD",Tue Sep 26 09:49:07 +0000 2017,22476;22475
